Name,File,Category,Tags,Multibody,Deprecated,Orphaned,Cost,Mass,Width,Depth,Height,Short Description,Description
Hinge Connector,connector_hinge.xml,Mechanics,magnet,FALSE,FALSE,FALSE,40,3,1,3,2,A small magnetic connector that can be used to attach two or more vehicles together.,Two connectors will attach when they are within close proximity and both are switched on. They will connect along their long edge and hinge along this axis. An on/off output allows you to check whether or not this connector is currently attached to anything.
Hinged Dock Door,door_dock_large.xml,Mechanics,"door,basic",FALSE,FALSE,FALSE,300,20,9,1,5,Hinged door that can be opened and closed using an on/off signal.,
Hinged Dock Hatch,door_dock_small.xml,Mechanics,"door,basic",FALSE,FALSE,FALSE,200,15,5,1,5,Hinged door that can be opened and closed using an on/off signal.,
Hinged Door,door_manual_large.xml,Mechanics,"door,basic",FALSE,FALSE,FALSE,200,20,7,1,4,Hinged door that can be opened and closed by hand and locked using an on/off signal.,
Hinged Hatch,door_manual_small.xml,Mechanics,"door,basic",FALSE,FALSE,FALSE,150,15,3,1,4,Hinged door that can be opened and closed by hand and locked using an on/off signal.,
Key Button,button_key.xml,Mechanics,basic,FALSE,FALSE,FALSE,20,1,1,1,2,A button that must be held down for a set duration before activating.,"Once activated, interacting with the button again will deactivate it instantly. The hold duration can be customised by selecting this component with the select tool. The external input can be used to simulate interacting with the button down using the output of another component. The button's default state can be configured by selecting it with the select component."
Large Connector,connector_large.xml,Mechanics,magnet,FALSE,FALSE,FALSE,50,20,3,3,2,A magnetic connector that can be used to attach two or more vehicles together.,"Two large connectors will attach when they are within close proximity and both are switched on. The additional inputs and outputs allow you to send and receive power and signals between two connected magnets, giving you a limited amount of control over a linked vehicle. An additional on/off output allows you to check whether or not this connector is currently attached to anything."
Large Keypad,button_keypad_large.xml,Mechanics,"button,input",FALSE,FALSE,FALSE,40,1,1,2,2,A keypad that allows 2 numbers to be input.,"Interacting with the keypad will show a menu where the 2 numbers can be entered, along with a button for quickly inputting waypoint coordinates. A short pulse will be emitted from the keypad's pulse node when the confirm button is clicked and the stored numbers will be continuously output from the other output nodes. An on/off signal controls whether or not the keypad's backlight is enabled."
Linear Track Base,linear_base.xml,Mechanics,,TRUE,FALSE,FALSE,40,6,3,1,3,A slider that moves along a modular linear track.,"You can build the track using the Linear Track Extension component. This base component provides 3 blocks that can be built on. A pair of on/off signals allow you to control the up and down motion of the slider, and a numerical output lets you measure the slider's offset from its starting position. Multiple slider bases can run along the same track. The up/down speed can be configured by selecting this component with the select tool."
Linear Track Extension,linear_module.xml,Mechanics,,FALSE,FALSE,FALSE,10,3,3,1,2,An extension piece that can be used to build linear tracks.,A Linear Track Base must be attached somewhere along the track for it to function.
Lockable Button,button_lock.xml,Mechanics,,FALSE,FALSE,FALSE,20,1,1,1,2,A toggle button that can only be interacted with when unlocked.,An on signal must be sent to the button's unlock node to allow player interaction. The button's default state can be configured by selecting it with the select component.
Mag All,magall.xml,Mechanics,magnet,FALSE,FALSE,FALSE,250,5,1,1,3,A small connector that will attach to most surfaces.,While the connector is active the end will glow and it will stick to most surfaces that it touches. The connection will break if enough stress (200) is applied.
Piston Suspension,multibody_piston_suspension_a.xml,Mechanics,,TRUE,FALSE,FALSE,20,40,1,1,3,A shock absorber that can be used to improve handling of land-based vehicles.,A dampened hydraulic sprung piston.
Pivot,multibody_pivot_a.xml,Mechanics,hinge,TRUE,FALSE,FALSE,20,2,1,1,3,A basic pivot that can move freely.,The pivot can rotate to 0.25 turns in both directions.
Pneumatic Piston,linear_matic_a.xml,Mechanics,,TRUE,FALSE,FALSE,100,8,1,1,7,A pneumatic piston that can be expanded and contracted.,"A standard value input sets the target position that the piston rod should move to. There is also an output for taking a measurement of the rod's current position. The piston can expand by a length of 1 metre, making it a total of 2.25m (9 blocks) tall when expanded and 1.25m (5 blocks) tall when contracted. The piston's speed can be configured by selecting it with the select tool."
Push Button,button_push.xml,Mechanics,basic,FALSE,FALSE,FALSE,10,1,1,1,2,"A button that outputs an on signal when you interact with [q]/[e], and an off signal when not interacting.","An external on/off signal can also be used to control whether or not the button is pressed, allowing you to chain multiple buttons together to unify their outputs."
Push Button (2 Sided),button_push_2side.xml,Mechanics,basic,FALSE,FALSE,FALSE,10,1,1,1,2,A button that outputs an on signal when interacting with [q]/[e].,"An external on/off signal can also be used to control whether or not the button is pressed, allowing you to chain multiple buttons together to unify their outputs."
Reaction Wheel,gyroscopic_stabilizer.xml,Mechanics,,FALSE,FALSE,FALSE,300,15,3,3,1,A stabilization system that outputs a force to counter the input rotation.,This component can be wired directly to an aligned angular rotation sensor to stabilize its rotation.
Reaction Wheel (Large),gyroscopic_stabilizer_large.xml,Mechanics,,FALSE,FALSE,FALSE,700,80,5,5,3,A stabilization system that outputs a force to counter the input rotation.,This component can be wired directly to an aligned angular rotation sensor to stabilize its rotation.
Reaction Wheel (Small),gyroscopic_stabilizer_small.xml,Mechanics,,FALSE,FALSE,FALSE,150,2,1,1,1,A stabilization system that outputs a force to counter the input rotation.,This component can be wired directly to an aligned angular rotation sensor to stabilize its rotation.
Robotic Door Hinge,multibody_door_hinge_a.xml,Mechanics,,TRUE,FALSE,FALSE,400,6,1,3,3,A powered robotic hinge for custom sealable doors.,The hinge has a range of motion of 0.25 in each direction. A standard input value sets the target orientation within the pivot's range of motion. The measured rotation of the hinge can be read from its output. The hinge's speed can be configured by selecting it with the select tool.
Robotic Hinge,multibody_robotic_hinge_01_a.xml,Mechanics,,TRUE,FALSE,FALSE,400,6,1,3,3,A powered robotic hinge that will orientate towards the input value within its range of motion.,The hinge has a range of motion of 0.25 turns in both directions. A standard input value sets the target orientation within the pivot's range of motion. The measured rotation of the hinge can be read from its output. The hinge's speed can be configured by selecting it with the select tool.
Robotic Pivot (Fluid),multibody_robotic_pivot_01_a_fluid.xml,Mechanics,,TRUE,FALSE,FALSE,200,10,3,3,2,A robotic pivot that will orientate towards the input value within its range of motion.,The pivot has a range of motion of 0.25 turns in both directions. A standard input value sets the target orientation within the pivot's range of motion. The measured rotation of the pivot can be read from its output. The pivot's speed can be configured by selecting it with the select tool.
Robotic Pivot (Power),multibody_robotic_pivot_01_a.xml,Mechanics,,TRUE,FALSE,FALSE,200,10,3,3,2,A robotic pivot that will orientate towards the input value within its range of motion.,The pivot has a range of motion of 0.25 turns in both directions. A standard input value sets the target orientation within the pivot's range of motion. The measured rotation of the pivot can be read from its output. The pivot's speed can be configured by selecting it with the select tool.
Sliding Connector Gripper,connector_slider_gripper.xml,Mechanics,,FALSE,FALSE,FALSE,20,2,1,1,2,A connector that will attach to and slide along a connector track.,"The gripper will attach to a track when they are aligned and close enough, and will detach when it slides off the end or receives an on signal to the connector release input. The brake can be enabled to prevent the gripper from sliding along the track."
Sliding Connector Track,connector_slider_track.xml,Mechanics,,FALSE,FALSE,FALSE,10,2,1,1,1,A connector that can be used to build a track for grippers to attach to.,"Gripper connectors will attach to the track when aligned and close enough, and will detach when they slide off the end."
Sliding Door,door_manual.xml,Mechanics,"door,basic",FALSE,FALSE,FALSE,50,20,1,6,7,Sliding door that can be opened and closed by hand and locked using an on/off signal.,
Sliding Door (Electric),door.xml,Mechanics,"door,basic",FALSE,FALSE,FALSE,70,20,1,6,7,Sliding door that can be opened and closed using an on/off signal.,
Sliding Hatch,door_manual_sliding_small.xml,Mechanics,"door,basic",FALSE,FALSE,FALSE,40,20,1,6,3,Sliding door that can be opened and closed by hand and locked using an on/off signal.,
Sliding Hatch (Electric),hatch.xml,Mechanics,"door,basic",FALSE,FALSE,FALSE,50,15,1,6,3,Sliding hatch that can be opened and closed using an on/off signal.,
Small Connector,connector_small.xml,Mechanics,magnet,FALSE,FALSE,FALSE,20,2,1,1,2,A small magnetic connector that can be used to attach two or more vehicles together.,Two small connectors will attach when they are within close proximity and both are switched on. An on/off output allows you to check whether or not this connector is currently attached to anything.
Small Keypad,button_keypad_small.xml,Mechanics,"button,input",FALSE,FALSE,FALSE,20,1,1,1,2,A keypad that allows a number to be input.,Interacting with the keypad will show a menu where the number can be entered. The stored numbers will be continuously output from the other output node. An on/off signal controls whether or not the keypad's backlight is enabled.
Suspension,multibody_suspension_a.xml,Mechanics,,TRUE,FALSE,FALSE,50,8,2,3,4,A shock absorber that can be used to improve handling of land-based vehicles.,"Power can be passed through the suspension, allowing you to attach and control a wheel at the end."
Throttle Lever,button_throttle_lever.xml,Mechanics,basic,FALSE,FALSE,FALSE,30,1,2,1,2,A throttle lever that acts as two buttons controlling one number output.,"The output ranges from -1 to 1, and will increase/decrease depending on which half of the lever you interact with. The two on/off inputs can be used to control the lever externally with different buttons. The speed of the lever can be configured by selecting this component with the select tool."
Toggle Button,button_toggle.xml,Mechanics,basic,FALSE,FALSE,FALSE,10,1,1,1,2,A button that toggles between sending an on or off signal when you press [q]/[e] on it.,"An external on/off signal can also be used to control whether or not the button is pressed, allowing you to chain multiple buttons together to unify their outputs. The button's default state can be configured by selecting it with the select component."
Toggle Button (2 Sided),button_toggle_2side.xml,Mechanics,basic,FALSE,FALSE,FALSE,10,1,1,1,2,A button that toggles between sending an on or off signal when you press [q]/[e] on it.,"An external on/off signal can also be used to control whether or not the button is pressed, allowing you to chain multiple buttons together to unify their outputs. The button's default state can be configured by selecting it with the select component."
Turret Ring (Large),multibody_turret_large_a.xml,Mechanics,,TRUE,FALSE,FALSE,100,72,9,9,2,A large turret ring that can rotate continuously.,"A turret ring rotates in the same way as a velocity pivot. The gap inside the turret ring creates a door seal, and can be used to extend a sealed volume through the turret ring."
Turret Ring (Medium),multibody_turret_medium_a.xml,Mechanics,,TRUE,FALSE,FALSE,75,44,7,7,2,A medium turret ring that can rotate continuously.,"A turret ring rotates in the same way as a velocity pivot. The gap inside the turret ring creates a door seal, and can be used to extend a sealed volume through the turret ring."
